age_group,sex,country,year,count_in,count_out
Y21,M,ES,2008,8001,2778.0
Y21,M,ES,2009,4367,3457.0
Y21,M,ES,2010,4300,3006.0
Y21,M,ES,2011,4072,3046.0
Y21,M,ES,2012,3161,3206.0
Y21,M,ES,2013,2796,3623.0
Y21,M,ES,2014,3166,2430.0
Y21,M,ES,2015,3469,2127.0
Y21,M,ES,2016,4103,1980.0
Y21,M,ES,2017,5633,2041.0
Y21,M,ES,2018,7151,1870.0
Y21,M,ES,2019,8457,1878.0
Y21,F,FI,2009,348,172.0
Y21,F,FI,2010,314,197.0
Y21,F,FI,2011,382,195.0
Y21,F,FI,2012,349,210.0
Y21,F,FI,2013,372,211.0
Y21,F,FI,2014,349,216.0
Y21,F,FI,2015,344,257.0
Y21,F,FI,2016,389,286.0
Y21,F,FI,2017,343,240.0
Y21,F,FI,2018,316,246.0
Y21,F,FI,2019,297,222.0
Y21,M,FI,2009,334,155.0
Y21,M,FI,2010,305,141.0
Y21,M,FI,2011,319,135.0
Y21,M,FI,2012,349,156.0
Y21,M,FI,2013,278,117.0
Y21,M,FI,2014,271,163.0
Y21,M,FI,2015,294,137.0
Y21,M,FI,2016,385,168.0
Y21,M,FI,2017,350,132.0
Y21,M,FI,2018,328,130.0
Y21,M,FI,2019,251,127.0
Y21,F,FR,2006,8037,
Y21,F,FR,2010,8897,
Y21,M,FR,2006,4375,
Y21,M,FR,2010,4597,
Y21,F,HR,2013,110,62.0
Y21,F,HR,2014,93,136.0
Y21,F,HR,2015,92,166.0
Y21,F,HR,2016,104,259.0
Y21,F,HR,2017,104,357.0
Y21,F,HR,2018,139,383.0
Y21,F,HR,2019,217,323.0
Y21,M,HR,2013,127,63.0
Y21,M,HR,2014,120,122.0
Y21,M,HR,2015,132,205.0
Y21,M,HR,2016,166,306.0
Y21,M,HR,2017,254,422.0
Y21,M,HR,2018,487,443.0
Y21,M,HR,2019,624,446.0
Y21,F,HU,2008,660,104.0
Y21,F,HU,2009,538,101.0
Y21,F,HU,2010,526,190.0
Y21,F,HU,2011,539,212.0
Y21,F,HU,2012,575,195.0
Y21,F,HU,2013,620,339.0
Y21,F,HU,2014,692,493.0
Y21,F,HU,2015,826,495.0
Y21,F,HU,2016,762,503.0
Y21,F,HU,2017,1053,517.0
Y21,F,HU,2018,1097,446.0
Y21,F,HU,2019,1159,423.0
Y21,M,HU,2008,892,143.0
Y21,M,HU,2009,610,107.0
Y21,M,HU,2010,551,184.0
Y21,M,HU,2011,562,184.0
Y21,M,HU,2012,609,153.0
Y21,M,HU,2013,610,298.0
Y21,M,HU,2014,774,449.0
Y21,M,HU,2015,866,460.0
Y21,M,HU,2016,762,448.0
Y21,M,HU,2017,1143,516.0
Y21,M,HU,2018,1311,503.0
Y21,M,HU,2019,1391,500.0
Y21,F,IS,2011,76,59.0
Y21,F,IS,2012,75,52.0
Y21,F,IS,2013,100,58.0
Y21,F,IS,2014,70,54.0
Y21,F,IS,2015,94,38.0
Y21,F,IS,2016,113,49.0
Y21,F,IS,2017,140,75.0
Y21,F,IS,2018,160,65.0
Y21,F,IS,2019,132,68.0
Y21,M,IS,2011,47,39.0
Y21,M,IS,2012,74,47.0
Y21,M,IS,2013,97,38.0
Y21,M,IS,2014,87,31.0
Y21,M,IS,2015,73,31.0
Y21,M,IS,2016,114,30.0
Y21,M,IS,2017,162,33.0
Y21,M,IS,2018,185,39.0
Y21,M,IS,2019,147,41.0
Y21,F,IT,1990,1560,439.0
Y21,F,IT,1991,1316,425.0
Y21,F,IT,1992,1273,456.0
Y21,F,IT,1993,1459,476.0
Y21,F,IT,1994,1531,468.0
Y21,F,IT,1995,1475,277.0
Y21,F,IT,1996,2031,292.0
Y21,F,IT,1997,1923,256.0
Y21,F,IT,1998,2194,278.0
Y21,F,IT,1999,2328,387.0
Y21,F,IT,2000,2828,294.0
Y21,F,IT,2001,2668,309.0
Y21,F,IT,2002,2502,222.0
Y21,F,IT,2003,4667,265.0
Y21,F,IT,2004,3897,281.0
Y21,F,IT,2005,3658,280.0
Y21,F,IT,2006,3661,266.0
Y21,F,IT,2007,7361,257.0
Y21,F,IT,2008,8102,469.0
Y21,F,IT,2009,6265,468.0
Y21,F,IT,2010,6079,435.0
Y21,F,IT,2011,4504,395.0
Y21,F,IT,2012,4171,486.0
Y21,F,IT,2013,3529,548.0
Y21,F,IT,2014,2938,697.0
Y21,F,IT,2015,2781,806.0
Y21,F,IT,2016,2812,897.0
Y21,F,IT,2017,3456,836.0
Y21,F,IT,2018,3267,894.0
Y21,F,IT,2019,3031,1082.0
Y21,M,IT,1990,2956,499.0
Y21,M,IT,1991,1734,518.0
Y21,M,IT,1992,1223,511.0
Y21,M,IT,1993,964,473.0
Y21,M,IT,1994,867,509.0
Y21,M,IT,1995,817,298.0
Y21,M,IT,1996,2070,331.0
Y21,M,IT,1997,1477,396.0
Y21,M,IT,1998,886,375.0
Y21,M,IT,1999,2109,483.0
Y21,M,IT,2000,2593,425.0
Y21,M,IT,2001,1937,367.0
Y21,M,IT,2002,1815,278.0
Y21,M,IT,2003,5022,320.0
Y21,M,IT,2004,3830,342.0
Y21,M,IT,2005,2238,280.0
Y21,M,IT,2006,2120,297.0
Y21,M,IT,2007,6713,295.0
Y21,M,IT,2008,7124,607.0
Y21,M,IT,2009,4977,624.0
Y21,M,IT,2010,4599,489.0
Y21,M,IT,2011,3557,419.0
Y21,M,IT,2012,3527,546.0
Y21,M,IT,2013,2812,659.0
Y21,M,IT,2014,2698,764.0
Y21,M,IT,2015,4304,846.0
Y21,M,IT,2016,6084,886.0
Y21,M,IT,2017,8251,917.0
Y21,M,IT,2018,6707,938.0
Y21,M,IT,2019,3631,1351.0
Y21,F,LI,2008,2,4.0
Y21,F,LI,2009,4,3.0
Y21,F,LI,2010,8,3.0
Y21,F,LI,2011,8,7.0
Y21,F,LI,2012,10,4.0
Y21,F,LI,2013,5,6.0
Y21,F,LI,2014,9,2.0
Y21,F,LI,2015,2,2.0
Y21,F,LI,2016,6,5.0
Y21,F,LI,2017,3,6.0
Y21,F,LI,2018,0,6.0
Y21,F,LI,2019,2,5.0
Y21,M,LI,2008,4,3.0
Y21,M,LI,2009,5,5.0
Y21,M,LI,2010,9,2.0
Y21,M,LI,2011,6,4.0
Y21,M,LI,2012,7,2.0
Y21,M,LI,2013,6,8.0
Y21,M,LI,2014,4,2.0
Y21,M,LI,2015,4,2.0
Y21,M,LI,2016,4,3.0
Y21,M,LI,2017,5,1.0
Y21,M,LI,2018,2,0.0
Y21,M,LI,2019,1,0.0
Y21,F,LT,2013,355,650.0
Y21,F,LT,2014,260,478.0
Y21,F,LT,2015,196,498.0
Y21,F,LT,2016,144,602.0
Y21,F,LT,2017,138,810.0
Y21,F,LT,2018,236,478.0
Y21,F,LT,2019,308,392.0
Y21,M,LT,2013,328,701.0
Y21,M,LT,2014,279,542.0
Y21,M,LT,2015,193,737.0
Y21,M,LT,2016,220,636.0
Y21,M,LT,2017,193,876.0
Y21,M,LT,2018,359,552.0
Y21,M,LT,2019,402,509.0
Y21,F,LU,2013,179,67.0
Y21,F,LU,2014,212,111.0
Y21,F,LU,2015,224,136.0
Y21,F,LU,2016,187,160.0
Y21,F,LU,2017,202,116.0
Y21,F,LU,2018,222,116.0
Y21,F,LU,2019,220,109.0
Y21,M,LU,2013,215,82.0
Y21,M,LU,2014,214,95.0
Y21,M,LU,2015,214,124.0
Y21,M,LU,2016,200,111.0
Y21,M,LU,2017,217,96.0
Y21,M,LU,2018,237,110.0
Y21,M,LU,2019,237,97.0
Y21,F,LV,1991,258,340.0
Y21,F,LV,1992,86,527.0
Y21,F,LV,1993,47,205.0
Y21,F,LV,1994,25,200.0
Y21,F,LV,1995,16,124.0
Y21,F,LV,1996,21,95.0
Y21,F,LV,1997,18,96.0
Y21,F,LV,1998,18,48.0
Y21,F,LV,1999,13,45.0
Y21,F,LV,2000,24,211.0
Y21,F,LV,2001,25,274.0
Y21,F,LV,2002,47,204.0
Y21,F,LV,2003,15,224.0
Y21,F,LV,2004,13,318.0
Y21,F,LV,2005,44,367.0
Y21,F,LV,2006,52,291.0
Y21,F,LV,2007,55,286.0
Y21,F,LV,2008,57,480.0
Y21,F,LV,2009,39,759.0
Y21,F,LV,2010,18,747.0
Y21,F,LV,2011,90,485.0
Y21,F,LV,2012,137,342.0
Y21,F,LV,2013,49,331.0
Y21,F,LV,2014,66,249.0
Y21,F,LV,2015,45,234.0
Y21,F,LV,2016,35,194.0
Y21,F,LV,2017,45,182.0
Y21,F,LV,2018,74,153.0
Y21,F,LV,2019,51,137.0
Y21,M,LV,1991,358,381.0
Y21,M,LV,1992,88,521.0
Y21,M,LV,1993,89,221.0
Y21,M,LV,1994,51,214.0
Y21,M,LV,1995,38,114.0
Y21,M,LV,1996,38,99.0
Y21,M,LV,1997,37,94.0
Y21,M,LV,1998,61,78.0
Y21,M,LV,1999,10,31.0
Y21,M,LV,2000,31,258.0
Y21,M,LV,2001,22,344.0
Y21,M,LV,2002,36,245.0
Y21,M,LV,2003,9,201.0
Y21,M,LV,2004,12,269.0
Y21,M,LV,2005,33,256.0
Y21,M,LV,2006,65,270.0
Y21,M,LV,2007,119,249.0
Y21,M,LV,2008,74,526.0
Y21,M,LV,2009,36,824.0
Y21,M,LV,2010,15,706.0
Y21,M,LV,2011,114,394.0
Y21,M,LV,2012,108,310.0
Y21,M,LV,2013,37,320.0
Y21,M,LV,2014,52,230.0
Y21,M,LV,2015,63,252.0
Y21,M,LV,2016,59,241.0
Y21,M,LV,2017,136,205.0
Y21,M,LV,2018,196,191.0
Y21,M,LV,2019,170,182.0
Y21,F,MK,2008,13,9.0
Y21,F,MK,2009,18,8.0
Y21,F,MK,2010,26,7.0
Y21,F,MK,2011,23,5.0
Y21,F,MK,2012,37,9.0
Y21,F,MK,2013,41,4.0
Y21,F,MK,2014,55,3.0
Y21,F,MK,2015,40,7.0
Y21,F,MK,2016,85,5.0
Y21,F,MK,2017,48,2.0
Y21,F,MK,2018,60,0.0
Y21,M,MK,2008,4,8.0
Y21,M,MK,2009,11,8.0
Y21,M,MK,2010,23,16.0
Y21,M,MK,2011,24,8.0
Y21,M,MK,2012,32,7.0
Y21,M,MK,2013,68,9.0
Y21,M,MK,2014,61,4.0
Y21,M,MK,2015,58,12.0
Y21,M,MK,2016,90,11.0
Y21,M,MK,2017,58,6.0
Y21,M,MK,2018,77,6.0
Y21,F,NL,2008,3083,1088.0
Y21,F,NL,2009,2597,819.0
Y21,F,NL,2010,2716,772.0
Y21,F,NL,2011,2775,865.0
Y21,F,NL,2012,2377,967.0
Y21,F,NL,2013,2274,953.0
Y21,F,NL,2014,2391,999.0
Y21,F,NL,2015,2707,1036.0
Y21,F,NL,2016,3008,1105.0
Y21,F,NL,2017,3057,1137.0
Y21,F,NL,2018,2975,1167.0
Y21,F,NL,2019,3127,1256.0
Y21,M,NL,2008,2279,796.0
Y21,M,NL,2009,1931,738.0
Y21,M,NL,2010,1975,762.0
Y21,M,NL,2011,2069,751.0
Y21,M,NL,2012,1746,887.0
Y21,M,NL,2013,1702,877.0
Y21,M,NL,2014,2001,921.0
Y21,M,NL,2015,2372,1003.0
Y21,M,NL,2016,2659,1051.0
Y21,M,NL,2017,2467,1035.0
Y21,M,NL,2018,2310,1026.0
Y21,M,NL,2019,2627,1235.0
Y21,F,NO,2008,725,207.0
Y21,F,NO,2009,750,249.0
Y21,F,NO,2010,1048,532.0
Y21,F,NO,2011,1005,310.0
Y21,F,NO,2012,858,346.0
Y21,F,NO,2013,823,333.0
Y21,F,NO,2014,817,322.0
Y21,F,NO,2015,625,249.0
Y21,F,NO,2016,610,273.0
Y21,F,NO,2017,535,242.0
Y21,F,NO,2018,420,167.0
Y21,F,NO,2019,449,213.0
Y21,M,NO,2008,522,121.0
Y21,M,NO,2009,523,181.0
Y21,M,NO,2010,831,386.0
Y21,M,NO,2011,755,183.0
Y21,M,NO,2012,673,219.0
Y21,M,NO,2013,689,213.0
Y21,M,NO,2014,739,202.0
Y21,M,NO,2015,602,179.0
Y21,M,NO,2016,671,154.0
Y21,M,NO,2017,483,165.0
Y21,M,NO,2018,344,155.0
Y21,M,NO,2019,307,153.0
Y21,F,PL,2009,1171,1717.0
Y21,F,PL,2010,523,1172.0
Y21,F,PL,2011,630,1447.0
Y21,F,PL,2012,619,1230.0
Y21,F,PL,2013,1014,1434.0
Y21,F,PL,2014,929,1210.0
Y21,F,PL,2015,1226,1289.0
Y21,F,PL,2016,932,1264.0
Y21,F,PL,2017,889,1073.0
Y21,F,PL,2018,858,719.0
Y21,F,PL,2019,815,628.0
Y21,M,PL,2009,5006,1832.0
Y21,M,PL,2010,1732,1754.0
Y21,M,PL,2011,1036,1616.0
Y21,M,PL,2012,1048,1818.0
Y21,M,PL,2013,1242,1671.0
Y21,M,PL,2014,1392,1874.0
Y21,M,PL,2015,1674,2186.0
Y21,M,PL,2016,1474,1997.0
Y21,M,PL,2017,1281,1830.0
Y21,M,PL,2018,964,1462.0
Y21,M,PL,2019,1107,1225.0
Y21,F,SE,1998,748,526.0
Y21,F,SE,1999,834,518.0
Y21,F,SE,2000,910,481.0
Y21,F,SE,2001,872,430.0
Y21,F,SE,2002,937,410.0
Y21,F,SE,2003,948,464.0
Y21,F,SE,2004,924,434.0
Y21,F,SE,2005,890,449.0
Y21,F,SE,2006,1267,512.0
Y21,F,SE,2007,1192,545.0
Y21,F,SE,2008,1304,662.0
Y21,F,SE,2009,1514,630.0
Y21,F,SE,2010,1448,756.0
Y21,F,SE,2011,1353,912.0
Y21,F,SE,2012,1293,653.0
Y21,F,SE,2013,1254,583.0
Y21,F,SE,2014,1244,560.0
Y21,F,SE,2015,1374,491.0
Y21,F,SE,2016,1473,420.0
Y21,F,SE,2017,1229,340.0
Y21,F,SE,2018,1087,393.0
Y21,F,SE,2019,1001,328.0
Y21,M,SE,1998,432,373.0
Y21,M,SE,1999,474,349.0
Y21,M,SE,2000,587,337.0
Y21,M,SE,2001,579,300.0
Y21,M,SE,2002,586,299.0
Y21,M,SE,2003,613,305.0
Y21,M,SE,2004,555,229.0
Y21,M,SE,2005,564,271.0
Y21,M,SE,2006,1098,337.0
Y21,M,SE,2007,1054,401.0
Y21,M,SE,2008,1048,551.0
Y21,M,SE,2009,1129,526.0
Y21,M,SE,2010,1143,593.0
Y21,M,SE,2011,1046,578.0
Y21,M,SE,2012,964,498.0
Y21,M,SE,2013,1016,450.0
Y21,M,SE,2014,1394,384.0
Y21,M,SE,2015,1346,307.0
Y21,M,SE,2016,2066,267.0
Y21,M,SE,2017,1133,270.0
Y21,M,SE,2018,992,248.0
Y21,M,SE,2019,1662,269.0
Y21,F,SK,1995,34,10.0
Y21,F,SK,1996,27,5.0
Y21,F,SK,1997,17,8.0
Y21,F,SK,1998,31,8.0
Y21,F,SK,1999,20,18.0
Y21,F,SK,2000,15,17.0
Y21,F,SK,2001,13,17.0
Y21,F,SK,2002,21,19.0
Y21,F,SK,2003,14,18.0
Y21,F,SK,2004,28,18.0
Y21,F,SK,2005,36,13.0
Y21,F,SK,2006,62,10.0
Y21,F,SK,2007,78,17.0
Y21,F,SK,2013,41,8.0
Y21,F,SK,2014,33,12.0
Y21,F,SK,2015,56,19.0
Y21,F,SK,2016,45,8.0
Y21,F,SK,2017,36,11.0
Y21,F,SK,2018,38,4.0
Y21,F,SK,2019,30,15.0
Y21,M,SK,1995,23,1.0
Y21,M,SK,1996,23,1.0
Y21,M,SK,1997,11,3.0
Y21,M,SK,1998,17,5.0
Y21,M,SK,1999,6,3.0
Y21,M,SK,2000,17,6.0
Y21,M,SK,2001,11,9.0
Y21,M,SK,2002,10,2.0
Y21,M,SK,2003,3,5.0
Y21,M,SK,2004,13,7.0
Y21,M,SK,2005,30,5.0
Y21,M,SK,2006,54,9.0
Y21,M,SK,2007,146,7.0
Y21,M,SK,2013,24,7.0
Y21,M,SK,2014,44,15.0
Y21,M,SK,2015,46,14.0
Y21,M,SK,2016,59,12.0
Y21,M,SK,2017,25,7.0
Y21,M,SK,2018,33,6.0
Y21,M,SK,2019,29,2.0
Y22,F,BE,2010,2012,630.0
Y22,F,BE,2013,1999,835.0
Y22,F,BE,2014,1925,813.0
Y22,F,BE,2015,2016,718.0
Y22,F,BE,2016,1687,709.0
Y22,F,BE,2017,1744,620.0
Y22,F,BE,2018,1900,676.0
Y22,F,BE,2019,1959,744.0
Y22,M,BE,2010,1673,606.0
Y22,M,BE,2013,1417,1070.0
Y22,M,BE,2014,1520,855.0
Y22,M,BE,2015,2260,792.0
Y22,M,BE,2016,1409,855.0
Y22,M,BE,2017,1431,755.0
Y22,M,BE,2018,1667,886.0
Y22,M,BE,2019,1828,997.0
Y22,F,BG,2013,150,317.0
Y22,F,BG,2014,172,412.0
Y22,F,BG,2015,147,332.0
Y22,F,BG,2016,140,461.0
Y22,F,BG,2017,199,524.0
Y22,F,BG,2018,184,425.0
Y22,F,BG,2019,201,512.0
Y22,M,BG,2013,291,300.0
Y22,M,BG,2014,310,429.0
Y22,M,BG,2015,202,362.0
Y22,M,BG,2016,125,485.0
Y22,M,BG,2017,158,509.0
Y22,M,BG,2018,177,434.0
Y22,M,BG,2019,200,496.0
Y22,F,CH,1990,3218,2116.0
Y22,F,CH,1991,3146,2051.0
Y22,F,CH,1992,3004,2171.0
Y22,F,CH,1993,2732,1844.0
Y22,F,CH,1994,2515,1742.0
Y22,F,CH,1995,2162,1636.0
Y22,F,CH,1996,1911,1674.0
Y22,F,CH,1997,1672,1508.0
Y22,F,CH,1998,1717,1359.0
Y22,F,CH,1999,1953,1302.0
Y22,F,CH,2000,2040,1316.0
Y22,F,CH,2001,2060,1216.0
Y22,F,CH,2002,2243,1168.0
Y22,F,CH,2003,2078,1173.0
Y22,F,CH,2004,2051,1162.0
Y22,F,CH,2005,1896,1155.0
Y22,F,CH,2006,2007,1239.0
Y22,F,CH,2007,2382,1200.0
Y22,F,CH,2008,2628,1273.0
Y22,F,CH,2009,2419,1327.0
Y22,F,CH,2010,2502,1562.0
Y22,F,CH,2011,2270,1400.0
Y22,F,CH,2012,2211,1417.0
Y22,F,CH,2013,2256,1436.0
Y22,F,CH,2014,2259,1467.0
Y22,F,CH,2015,2211,1410.0
Y22,F,CH,2016,2098,1595.0
Y22,F,CH,2017,2082,1707.0
Y22,F,CH,2018,2072,1720.0
Y22,F,CH,2019,2017,1520.0
Y22,M,CH,1990,2330,1794.0
Y22,M,CH,1991,2287,1725.0
Y22,M,CH,1992,2093,1731.0
Y22,M,CH,1993,1851,1562.0
Y22,M,CH,1994,1786,1517.0
Y22,M,CH,1995,1470,1399.0
Y22,M,CH,1996,1200,1361.0
Y22,M,CH,1997,1193,1262.0
Y22,M,CH,1998,1264,1165.0
Y22,M,CH,1999,1297,1178.0
Y22,M,CH,2000,1436,1159.0
Y22,M,CH,2001,1597,1161.0
Y22,M,CH,2002,1747,1119.0
Y22,M,CH,2003,1734,1094.0
Y22,M,CH,2004,1728,1098.0
Y22,M,CH,2005,1754,1180.0
Y22,M,CH,2006,1814,1212.0
Y22,M,CH,2007,2248,1232.0
Y22,M,CH,2008,2455,1232.0
Y22,M,CH,2009,2179,1248.0
Y22,M,CH,2010,2221,1499.0
Y22,M,CH,2011,1953,1333.0
Y22,M,CH,2012,2023,1352.0
Y22,M,CH,2013,1990,1427.0
Y22,M,CH,2014,1953,1380.0
Y22,M,CH,2015,1922,1403.0
Y22,M,CH,2016,1945,1478.0
Y22,M,CH,2017,1798,1571.0
Y22,M,CH,2018,1939,1617.0
Y22,M,CH,2019,2003,1510.0
Y22,F,CY,2010,406,86.0
Y22,F,CY,2011,359,77.0
Y22,M,CY,2010,297,62.0
Y22,M,CY,2011,302,63.0
Y22,F,CZ,2013,357,333.0
Y22,F,CZ,2014,333,567.0
Y22,F,CZ,2015,386,405.0
Y22,F,CZ,2016,874,753.0
Y22,F,CZ,2017,826,615.0
Y22,F,CZ,2018,933,805.0
Y22,F,CZ,2019,1008,1332.0
Y22,M,CZ,2013,353,239.0
Y22,M,CZ,2014,327,417.0
Y22,M,CZ,2015,331,322.0
Y22,M,CZ,2016,891,527.0
Y22,M,CZ,2017,994,509.0
Y22,M,CZ,2018,1184,616.0
Y22,M,CZ,2019,1425,1009.0
Y22,F,DE,1995,16231,9006.0
Y22,F,DE,1996,15973,9386.0
Y22,F,DE,1997,15290,9952.0
Y22,F,DE,1998,14852,9781.0
Y22,F,DE,1999,16788,9766.0
Y22,F,DE,2000,17348,9877.0
Y22,F,DE,2001,18711,9889.0
Y22,F,DE,2002,18777,10910.0
Y22,F,DE,2003,17492,10871.0
Y22,F,DE,2004,17210,11539.0
Y22,F,DE,2005,16069,10262.0
Y22,F,DE,2006,14839,10272.0
Y22,F,DE,2007,14209,9910.0
Y22,F,DE,2008,13983,10969.0
Y22,F,DE,2009,6552,2343.0
Y22,F,DE,2010,7316,2337.0
Y22,F,DE,2011,8577,2119.0
Y22,F,DE,2012,10396,2088.0
Y22,F,DE,2013,11106,2083.0
Y22,F,DE,2014,12579,2987.0
Y22,F,DE,2015,18033,2965.0
Y22,F,DE,2016,14154,4517.0
Y22,F,DE,2017,13256,4468.0
Y22,F,DE,2018,13210,4229.0
Y22,F,DE,2019,12119,4461.0
Y22,M,DE,1995,20030,11903.0
Y22,M,DE,1996,19218,12034.0
Y22,M,DE,1997,17302,12805.0
Y22,M,DE,1998,16733,11707.0
Y22,M,DE,1999,17250,11116.0
Y22,M,DE,2000,17295,12018.0
Y22,M,DE,2001,18611,10539.0
Y22,M,DE,2002,17897,11192.0
Y22,M,DE,2003,15458,10803.0
Y22,M,DE,2004,15317,11435.0
Y22,M,DE,2005,13575,9628.0
Y22,M,DE,2006,13288,9810.0
Y22,M,DE,2007,13607,9858.0
Y22,M,DE,2008,14050,10910.0
Y22,M,DE,2009,6059,2227.0
Y22,M,DE,2010,7032,2171.0
Y22,M,DE,2011,8694,2294.0
Y22,M,DE,2012,10773,2213.0
Y22,M,DE,2013,12625,2579.0
Y22,M,DE,2014,16558,3547.0
Y22,M,DE,2015,34706,4037.0
Y22,M,DE,2016,18285,7343.0
Y22,M,DE,2017,15349,8313.0
Y22,M,DE,2018,14850,7856.0
Y22,M,DE,2019,14882,7957.0
Y22,F,DK,1990,923,729.0
Y22,F,DK,1991,924,705.0
Y22,F,DK,1992,972,759.0
Y22,F,DK,1993,964,823.0
Y22,F,DK,1994,1120,884.0
Y22,F,DK,1995,1196,894.0
Y22,F,DK,1996,1227,946.0
Y22,F,DK,1997,1274,968.0
Y22,F,DK,1998,1352,1004.0
Y22,F,DK,1999,1378,985.0
Y22,F,DK,2000,1449,1101.0
Y22,F,DK,2001,1574,1107.0
Y22,F,DK,2002,1523,1247.0
Y22,F,DK,2003,1510,1225.0
Y22,F,DK,2004,1528,1241.0
Y22,F,DK,2005,1668,1257.0
Y22,F,DK,2006,1789,1252.0
Y22,F,DK,2007,1911,1071.0
Y22,F,DK,2008,1343,1182.0
Y22,F,DK,2009,1311,1255.0
Y22,F,DK,2010,1244,1474.0
Y22,F,DK,2011,1413,1334.0
Y22,F,DK,2012,1355,1639.0
Y22,F,DK,2013,1354,1552.0
Y22,F,DK,2014,1441,1660.0
Y22,F,DK,2015,1590,1507.0
Y22,F,DK,2016,1684,1719.0
Y22,F,DK,2017,1563,1784.0
Y22,F,DK,2018,1512,1606.0
Y22,F,DK,2019,1434,1697.0
Y22,M,DK,1990,948,777.0
Y22,M,DK,1991,876,676.0
Y22,M,DK,1992,903,667.0
Y22,M,DK,1993,880,721.0
Y22,M,DK,1994,932,829.0
Y22,M,DK,1995,1119,769.0
Y22,M,DK,1996,1036,844.0
Y22,M,DK,1997,1057,803.0
Y22,M,DK,1998,1109,911.0
Y22,M,DK,1999,1114,887.0
Y22,M,DK,2000,1181,945.0
Y22,M,DK,2001,1183,1016.0
Y22,M,DK,2002,1282,1073.0
Y22,M,DK,2003,1279,1040.0
Y22,M,DK,2004,1361,1098.0
Y22,M,DK,2005,1537,1110.0
Y22,M,DK,2006,1642,1217.0
Y22,M,DK,2007,1856,975.0
Y22,M,DK,2008,1301,1009.0
Y22,M,DK,2009,1109,1052.0
Y22,M,DK,2010,1034,1122.0
Y22,M,DK,2011,1103,1068.0
Y22,M,DK,2012,1032,1242.0
Y22,M,DK,2013,1120,1175.0
Y22,M,DK,2014,1239,1167.0
Y22,M,DK,2015,1522,1053.0
Y22,M,DK,2016,1429,1258.0
Y22,M,DK,2017,1302,1287.0
Y22,M,DK,2018,1404,1349.0
Y22,M,DK,2019,1252,1510.0
Y22,F,EE,2000,0,20.0
Y22,F,EE,2001,2,16.0
Y22,F,EE,2002,3,26.0
Y22,F,EE,2003,8,27.0
Y22,F,EE,2004,11,35.0
Y22,F,EE,2005,11,74.0
Y22,F,EE,2006,44,75.0
Y22,F,EE,2007,68,67.0
Y22,F,EE,2008,62,56.0
Y22,F,EE,2009,72,61.0
Y22,F,EE,2010,53,77.0
Y22,F,EE,2011,33,104.0
Y22,F,EE,2012,26,78.0
Y22,F,EE,2013,55,84.0
Y22,F,EE,2014,31,72.0
Y22,F,EE,2015,229,169.0
Y22,F,EE,2016,263,169.0
Y22,F,EE,2017,215,144.0
Y22,F,EE,2018,227,95.0
Y22,F,EE,2019,220,164.0
Y22,M,EE,2000,0,17.0
Y22,M,EE,2001,1,16.0
Y22,M,EE,2002,4,32.0
Y22,M,EE,2003,7,18.0
Y22,M,EE,2004,9,36.0
Y22,M,EE,2005,8,41.0
Y22,M,EE,2006,23,68.0
Y22,M,EE,2007,44,38.0
Y22,M,EE,2008,78,43.0
Y22,M,EE,2009,61,38.0
Y22,M,EE,2010,47,54.0
Y22,M,EE,2011,36,61.0
Y22,M,EE,2012,37,56.0
Y22,M,EE,2013,55,44.0
Y22,M,EE,2014,29,39.0
Y22,M,EE,2015,199,111.0
Y22,M,EE,2016,225,134.0
Y22,M,EE,2017,214,114.0
Y22,M,EE,2018,275,85.0
Y22,M,EE,2019,220,125.0
Y22,F,ES,2002,6854,416.0
Y22,F,ES,2003,6732,294.0
Y22,F,ES,2004,9873,564.0
Y22,F,ES,2005,10234,653.0
Y22,F,ES,2006,12744,1448.0
Y22,F,ES,2007,14501,1806.0
Y22,F,ES,2008,9023,2386.0
Y22,F,ES,2009,6271,3253.0
Y22,F,ES,2010,5701,3111.0
Y22,F,ES,2011,5975,2816.0
Y22,F,ES,2012,4874,2930.0
Y22,F,ES,2013,4153,3607.0
Y22,F,ES,2014,4361,2574.0
Y22,F,ES,2015,4567,2234.0
Y22,F,ES,2016,5395,2178.0
Y22,F,ES,2017,7089,2016.0
Y22,F,ES,2018,8199,1789.0
Y22,F,ES,2019,9197,1840.0
Y22,M,ES,2002,7269,308.0
Y22,M,ES,2003,6791,232.0
Y22,M,ES,2004,11350,599.0
Y22,M,ES,2005,11013,703.0
Y22,M,ES,2006,12786,1679.0
Y22,M,ES,2007,16454,2558.0
Y22,M,ES,2008,8714,3379.0
Y22,M,ES,2009,4808,4284.0
Y22,M,ES,2010,4400,3974.0
Y22,M,ES,2011,4391,3831.0
Y22,M,ES,2012,3480,3624.0
Y22,M,ES,2013,2850,4118.0
Y22,M,ES,2014,3292,2915.0
Y22,M,ES,2015,3607,2376.0
Y22,M,ES,2016,4283,2280.0
Y22,M,ES,2017,5961,2118.0
Y22,M,ES,2018,7526,1986.0
Y22,M,ES,2019,8861,2013.0
Y22,F,FI,2009,369,170.0
Y22,F,FI,2010,415,186.0
Y22,F,FI,2011,480,217.0
Y22,F,FI,2012,462,209.0
Y22,F,FI,2013,432,216.0
Y22,F,FI,2014,455,222.0
Y22,F,FI,2015,387,201.0
Y22,F,FI,2016,431,243.0
Y22,F,FI,2017,440,207.0
Y22,F,FI,2018,421,216.0
